axis,value,seed,policy,mean_reward,std_reward,purchase_rate
fatigue_rate,0.0,10,bandit_v2,1.5100365612636057,3.323105640273454,0.0798
fatigue_rate,0.0,10,ppo_v3,1.7102694530950775,3.4899275298527805,0.0828
fatigue_rate,0.0,10,fqi_v3,1.450081984421686,3.217605948769696,0.0766
fatigue_rate,0.0,10,uniform,1.3941617375400888,3.2730836582977263,0.0786
fatigue_rate,0.0,10,no_op,1.3099376113040386,3.1665527241720315,0.0808
fatigue_rate,0.0,11,bandit_v2,1.5170774846353534,3.343321109360233,0.0812
fatigue_rate,0.0,11,ppo_v3,1.6959238857628378,3.41702765106225,0.0816
fatigue_rate,0.0,11,fqi_v3,1.476604939162451,3.3500164670121886,0.083
fatigue_rate,0.0,11,uniform,1.4696812139464732,3.302203215338538,0.0818
fatigue_rate,0.0,11,no_op,1.2002902838840166,3.0164649573638087,0.0706
fatigue_rate,0.0,12,bandit_v2,1.4279026840492002,3.196745300741593,0.0732
fatigue_rate,0.0,12,ppo_v3,1.6241975642219662,3.3552372432817568,0.078
fatigue_rate,0.0,12,fqi_v3,1.4077169335968578,3.1899065437158862,0.073
fatigue_rate,0.0,12,uniform,1.3765023205383975,3.233979536707974,0.078
fatigue_rate,0.0,12,no_op,1.2948597335408925,3.1620681092780023,0.0778
fatigue_rate,0.0,13,bandit_v2,1.492918361293233,3.291773527006279,0.0762
fatigue_rate,0.0,13,ppo_v3,1.6818003277871751,3.4604440123851425,0.081
fatigue_rate,0.0,13,fqi_v3,1.4948699262825682,3.391985551252067,0.0862
fatigue_rate,0.0,13,uniform,1.393755323487224,3.25185048243627,0.0768
fatigue_rate,0.0,13,no_op,1.2859973556467512,3.1557734931630943,0.079
fatigue_rate,0.0,14,bandit_v2,1.5095224479537863,3.3984711210944436,0.0818
fatigue_rate,0.0,14,ppo_v3,1.6630371056448217,3.3929560675059522,0.077
fatigue_rate,0.0,14,fqi_v3,1.422614337666852,3.2311318190595033,0.0768
fatigue_rate,0.0,14,uniform,1.424489802327257,3.294481402992064,0.081
fatigue_rate,0.0,14,no_op,1.2761072237745268,3.0435649267962055,0.0744
fatigue_rate,0.1,10,bandit_v2,1.2730768217410091,3.202300092451206,0.0802
fatigue_rate,0.1,10,ppo_v3,1.4026049670195386,3.363567596048412,0.0826
fatigue_rate,0.1,10,fqi_v3,1.2903011677310563,3.2061207420273776,0.0814
fatigue_rate,0.1,10,uniform,1.2010017375400885,3.173059645953623,0.0786
fatigue_rate,0.1,10,no_op,1.3099376113040386,3.1665527241720315,0.0808
fatigue_rate,0.1,11,bandit_v2,1.2472564997608333,3.1664507460234796,0.077
fatigue_rate,0.1,11,ppo_v3,1.3843038857628376,3.282535206035344,0.0816
